"","X1","X2","X3","X4","Comun","Sci1","Sci2","Sci3","Sci4"
"936","Pogonias","cromis",NA,NA,"Pogonias cromis","NA NA","Pogonias cromis","cromis NA","Pogonias cromis"
"937","Priacanthus","arenatus",NA,NA,"Priacanthus arenatus","NA NA","Priacanthus arenatus","arenatus NA","Priacanthus arenatus"
"938","Rachycentrum","canadun",NA,NA,"Rachycentrum canadun","NA NA","Rachycentrum canadun","canadun NA","Rachycentrum canadun"
"939","Raja","texana",NA,NA,"Raja texana","NA NA","Raja texana","texana NA","Raja texana"
"940","Rhizoprionodon","terraenovae",NA,NA,"Rhizoprionodon terraenovae","NA NA","Rhizoprionodon terraenovae","terraenovae NA","Rhizoprionodon terraenovae"
"941","Sciaenops","ocellatus",NA,NA,"Sciaenops ocellatus","NA NA","Sciaenops ocellatus","ocellatus NA","Sciaenops ocellatus"
"942","Scomberomorus","maculatus",NA,NA,"Scomberomorus maculatus","NA NA","Scomberomorus maculatus","maculatus NA","Scomberomorus maculatus"
"943","Seriola","dumerili",NA,NA,"Seriola dumerili","NA NA","Seriola dumerili","dumerili NA","Seriola dumerili"
"944","Trachinotus","carolinus",NA,NA,"Trachinotus carolinus","NA NA","Trachinotus carolinus","carolinus NA","Trachinotus carolinus"
"945","Trachinotus","falcatus",NA,NA,"Trachinotus falcatus","NA NA","Trachinotus falcatus","falcatus NA","Trachinotus falcatus"
"946","Trichiurus","lepturus",NA,NA,"Trichiurus lepturus","NA NA","Trichiurus lepturus","lepturus NA","Trichiurus lepturus"
"947","Carcharhinus","leucas","Tiburon","toro,","Carcharhinus leucas","Tiburon toro,","Carcharhinus leucas","leucas Tiburon","Carcharhinus leucas"
"948","Conodon","nobilis","Ronco","amarillo,","Conodon nobilis","Ronco amarillo,","Conodon nobilis","nobilis Ronco","Conodon nobilis"
"949","Cynoscion","arenarius","Trucha","blanca,","Cynoscion arenarius","Trucha blanca,","Cynoscion arenarius","arenarius Trucha","Cynoscion arenarius"
"950","Cynoscion","nebulosus","Trucha","pinta,","Cynoscion nebulosus","Trucha pinta,","Cynoscion nebulosus","nebulosus Trucha","Cynoscion nebulosus"
"951","Dasyatis","americana","Raya,","latigo","Dasyatis americana","Raya, latigo","Dasyatis americana","americana Raya,","Dasyatis americana"
"952","Elops","saurus","Macabi,","machete","Elops saurus","Macabi, machete","Elops saurus","saurus Macabi,","Elops saurus"
"953","alleteratus","Cazon","Bonito","Euthynus","alleteratus Cazon","Bonito Euthynus","alleteratus Cazon","Cazon Bonito","alleteratus Cazon"
"954","Haemulon","plumieri","Boquilla,","chac-chi","Haemulon plumieri","Boquilla, chac-chi","Haemulon plumieri","plumieri Boquilla,","Haemulon plumieri"
"955","Lagocephalus","laevigatus","Conejo","blanco,","Lagocephalus laevigatus","Conejo blanco,","Lagocephalus laevigatus","laevigatus Conejo","Lagocephalus laevigatus"
"956","Lutjanus","analis","Cubera,","pargo","Lutjanus analis","Cubera, pargo","Lutjanus analis","analis Cubera,","Lutjanus analis"
"957","Lutjanus","campechanus","Huachinango","de","Lutjanus campechanus","Huachinango de","Lutjanus campechanus","campechanus Huachinango","Lutjanus campechanus"
"958","Lutjanus","cyanopterus","Cubera",NA,"Lutjanus cyanopterus","Cubera NA","Lutjanus cyanopterus","cyanopterus Cubera","Lutjanus cyanopterus"
"959","Lutjanus","griseus","Pargo","mulato,","Lutjanus griseus","Pargo mulato,","Lutjanus griseus","griseus Pargo","Lutjanus griseus"
"960","Lutjanus","jocu","Pargo","perro,","Lutjanus jocu","Pargo perro,","Lutjanus jocu","jocu Pargo","Lutjanus jocu"
"961","Lutjanus","synagris","Villajaiba,","rubia","Lutjanus synagris","Villajaiba, rubia","Lutjanus synagris","synagris Villajaiba,","Lutjanus synagris"
"962","Mycteroperca","microlepis","Abadejo,","negrillo","Mycteroperca microlepis","Abadejo, negrillo","Mycteroperca microlepis","microlepis Abadejo,","Mycteroperca microlepis"
"963","Mycteroperca","venenosa","Mero","aceitero,","Mycteroperca venenosa","Mero aceitero,","Mycteroperca venenosa","venenosa Mero","Mycteroperca venenosa"
"964","Mugil","cephalus","Lisa",NA,"Mugil cephalus","Lisa NA","Mugil cephalus","cephalus Lisa","Mugil cephalus"
"965","Mugil","curema","Lebrancha",NA,"Mugil curema","Lebrancha NA","Mugil curema","curema Lebrancha","Mugil curema"
"966","Cynoscion","nebulosus","Trucha","pinta","Cynoscion nebulosus","Trucha pinta","Cynoscion nebulosus","nebulosus Trucha","Cynoscion nebulosus"
"967","Cynoscion","arenarius","Trucha","blanca","Cynoscion arenarius","Trucha blanca","Cynoscion arenarius","arenarius Trucha","Cynoscion arenarius"
"968","Sciaenops","ocellata","Corvina","ocelada","Sciaenops ocellata","Corvina ocelada","Sciaenops ocellata","ocellata Corvina","Sciaenops ocellata"
"969","Leiostomus","xanthurus","Croca",NA,"Leiostomus xanthurus","Croca NA","Leiostomus xanthurus","xanthurus Croca","Leiostomus xanthurus"
"970","Micropogonias","undulatus","Gurrubata",NA,"Micropogonias undulatus","Gurrubata NA","Micropogonias undulatus","undulatus Gurrubata","Micropogonias undulatus"
"971","Pogonias","cromis","Tambor","negro","Pogonias cromis","Tambor negro","Pogonias cromis","cromis Tambor","Pogonias cromis"
"972","Archosargus","probatocephalus","Sargo,","chopa","Archosargus probatocephalus","Sargo, chopa","Archosargus probatocephalus","probatocephalus Sargo,","Archosargus probatocephalus"
"973","Diapterus","auratus","Mojarra","blanca","Diapterus auratus","Mojarra blanca","Diapterus auratus","auratus Mojarra","Diapterus auratus"
"974","Eugerres","plumieri","Mojarra","rayada","Eugerres plumieri","Mojarra rayada","Eugerres plumieri","plumieri Mojarra","Eugerres plumieri"
"975","Eucinostomus","argenteus","Mojarra","plateada","Eucinostomus argenteus","Mojarra plateada","Eucinostomus argenteus","argenteus Mojarra","Eucinostomus argenteus"
"976","Conodon","nobilis","Ronco,","canario","Conodon nobilis","Ronco, canario","Conodon nobilis","nobilis Ronco,","Conodon nobilis"
"977","Centropomus","undecimalis","Robalo","blanco","Centropomus undecimalis","Robalo blanco","Centropomus undecimalis","undecimalis Robalo","Centropomus undecimalis"
"978","parallelus",NA,"Chucumite","Centropomus","parallelus NA","Chucumite Centropomus","parallelus NA","NA Chucumite","parallelus NA"
"979","Eleotris","pisonis","Guabina","de","Eleotris pisonis","Guabina de","Eleotris pisonis","pisonis Guabina","Eleotris pisonis"
"980","Menticirrhus","americanus","Raton","del","Menticirrhus americanus","Raton del","Menticirrhus americanus","americanus Raton","Menticirrhus americanus"
"981","Epinephelus","morio","Mero,","cherna","Epinephelus morio","Mero, cherna","Epinephelus morio","morio Mero,","Epinephelus morio"
"982","Mycteroperca","bonaci","Negrillo",NA,"Mycteroperca bonaci","Negrillo NA","Mycteroperca bonaci","bonaci Negrillo","Mycteroperca bonaci"
"983","Mycteroperca","microlepis","Abadejo",NA,"Mycteroperca microlepis","Abadejo NA","Mycteroperca microlepis","microlepis Abadejo","Mycteroperca microlepis"
"984","Epinephelus","flavolimbatus","Mero","extraviado","Epinephelus flavolimbatus","Mero extraviado","Epinephelus flavolimbatus","flavolimbatus Mero","Epinephelus flavolimbatus"
"985","Mycteroperca","venenosa","Guacamayo,","arigua","Mycteroperca venenosa","Guacamayo, arigua","Mycteroperca venenosa","venenosa Guacamayo,","Mycteroperca venenosa"
"986","Epinephelus","drummondhayi","Lenteja,","abadejo","Epinephelus drummondhayi","Lenteja, abadejo","Epinephelus drummondhayi","drummondhayi Lenteja,","Epinephelus drummondhayi"
"987","Epinephelus","nigritus","Mero","negro,","Epinephelus nigritus","Mero negro,","Epinephelus nigritus","nigritus Mero","Epinephelus nigritus"
"988","Epinephelus","striatus","Mero","del","Epinephelus striatus","Mero del","Epinephelus striatus","striatus Mero","Epinephelus striatus"
"989","Epinephelus","guttatus","Payaso","rojo,","Epinephelus guttatus","Payaso rojo,","Epinephelus guttatus","guttatus Payaso","Epinephelus guttatus"
"990","Epinephelus","niveatus","Cherna","pinta","Epinephelus niveatus","Cherna pinta","Epinephelus niveatus","niveatus Cherna","Epinephelus niveatus"
"991","Cephalopholis","fulva","Cabrilla","roja","Cephalopholis fulva","Cabrilla roja","Cephalopholis fulva","fulva Cabrilla","Cephalopholis fulva"
"992","Epinephelus","itajara","Cherna",NA,"Epinephelus itajara","Cherna NA","Epinephelus itajara","itajara Cherna","Epinephelus itajara"
"993","Mycteroperca","interstitialis","Gallina,","mero","Mycteroperca interstitialis","Gallina, mero","Mycteroperca interstitialis","interstitialis Gallina,","Mycteroperca interstitialis"
"994","Mycteroperca","phenax","Cabrilla,","negrillo,","Mycteroperca phenax","Cabrilla, negrillo,","Mycteroperca phenax","phenax Cabrilla,","Mycteroperca phenax"
"995","Epinephelus","adscensionis","Cabrilla,","payaso","Epinephelus adscensionis","Cabrilla, payaso","Epinephelus adscensionis","adscensionis Cabrilla,","Epinephelus adscensionis"
"996","Calamus","bajonado","Mojarron",NA,"Calamus bajonado","Mojarron NA","Calamus bajonado","bajonado Mojarron","Calamus bajonado"
"997","Calamus","calamus","Cachipluma",NA,"Calamus calamus","Cachipluma NA","Calamus calamus","calamus Cachipluma","Calamus calamus"
"998","Calamus","nodosus","Mojarra,","pluma,","Calamus nodosus","Mojarra, pluma,","Calamus nodosus","nodosus Mojarra,","Calamus nodosus"
"999","cruentata","Pargo","Cabrilla","Cephalopholis","cruentata Pargo","Cabrilla Cephalopholis","cruentata Pargo","Pargo Cabrilla","cruentata Pargo"
"1000","Haemulon","plumieri","Boquilla,","chac-chi","Haemulon plumieri","Boquilla, chac-chi","Haemulon plumieri","plumieri Boquilla,","Haemulon plumieri"
"1001","Lachnolaimus","maximus","Boquinete",NA,"Lachnolaimus maximus","Boquinete NA","Lachnolaimus maximus","maximus Boquinete","Lachnolaimus maximus"
"1002","Lopholatilus","Rubia,","Corvinato",NA,"Lopholatilus Rubia,","Corvinato NA","Lopholatilus Rubia,","Rubia, Corvinato","Lopholatilus Rubia,"
"1003","Rhomboplites","aurorubens","chamaeleonticeps","Besugo","Rhomboplites aurorubens","chamaeleonticeps Besugo","Rhomboplites aurorubens","aurorubens chamaeleonticeps","Rhomboplites aurorubens"
"1004","Lutjanus","analis","Pargo","criollo,","Lutjanus analis","Pargo criollo,","Lutjanus analis","analis Pargo","Lutjanus analis"
"1005","Lutjanus","griseus",NA,NA,"Lutjanus griseus","NA NA","Lutjanus griseus","griseus NA","Lutjanus griseus"
"1006","Lutjanus","jocu",NA,NA,"Lutjanus jocu","NA NA","Lutjanus jocu","jocu NA","Lutjanus jocu"
"1007","Lutjanus","synagris",NA,NA,"Lutjanus synagris","NA NA","Lutjanus synagris","synagris NA","Lutjanus synagris"
"1008","Lutjanus","vivanus",NA,NA,"Lutjanus vivanus","NA NA","Lutjanus vivanus","vivanus NA","Lutjanus vivanus"
"1009","Ocyurus","chrysurus",NA,NA,"Ocyurus chrysurus","NA NA","Ocyurus chrysurus","chrysurus NA","Ocyurus chrysurus"
"1010","Seriola","zonata",NA,NA,"Seriola zonata","NA NA","Seriola zonata","zonata NA","Seriola zonata"
"1011","Lutjanus","campechanus",NA,NA,"Lutjanus campechanus","NA NA","Lutjanus campechanus","campechanus NA","Lutjanus campechanus"
"1012","Lutjanus","buccanella","Huachinango","aleta","Lutjanus buccanella","Huachinango aleta","Lutjanus buccanella","buccanella Huachinango","Lutjanus buccanella"
"1013","Dasyatis","americana","Raya","latigo","Dasyatis americana","Raya latigo","Dasyatis americana","americana Raya","Dasyatis americana"
"1014","Dasyatis","sabina","Raya","o","Dasyatis sabina","Raya o","Dasyatis sabina","sabina Raya","Dasyatis sabina"
"1015","Aetobatus","narinari","Chucho","o","Aetobatus narinari","Chucho o","Aetobatus narinari","narinari Chucho","Aetobatus narinari"
"1016","Gymnura","micrura","Raya","mariposa","Gymnura micrura","Raya mariposa","Gymnura micrura","micrura Raya","Gymnura micrura"
"1017","Rhinoptera","bonasus","Manta","cubanita","Rhinoptera bonasus","Manta cubanita","Rhinoptera bonasus","bonasus Manta","Rhinoptera bonasus"
"1018","Bagre","marinus","Bandera",NA,"Bagre marinus","Bandera NA","Bagre marinus","marinus Bandera","Bagre marinus"
"1019","Carcharhinus","leucas","Tiburon","chato","Carcharhinus leucas","Tiburon chato","Carcharhinus leucas","leucas Tiburon","Carcharhinus leucas"
"1020","Carcharhinus","falciformis","Tiburon","sedoso","Carcharhinus falciformis","Tiburon sedoso","Carcharhinus falciformis","falciformis Tiburon","Carcharhinus falciformis"
"1021","Carcharhinus","porosus","Tiburon","poroso","Carcharhinus porosus","Tiburon poroso","Carcharhinus porosus","porosus Tiburon","Carcharhinus porosus"
"1022","Galeocerdo","cuvieri","Tiburon","tintorera","Galeocerdo cuvieri","Tiburon tintorera","Galeocerdo cuvieri","cuvieri Tiburon","Galeocerdo cuvieri"
"1023","Lutjanus","campechanus","Huachinango",NA,"Lutjanus campechanus","Huachinango NA","Lutjanus campechanus","campechanus Huachinango","Lutjanus campechanus"
"1024","Ocyurus","chrysurus","Rubia",NA,"Ocyurus chrysurus","Rubia NA","Ocyurus chrysurus","chrysurus Rubia","Ocyurus chrysurus"
"1025","canadum",NA,"Esmedregal","Rachycentron","canadum NA","Esmedregal Rachycentron","canadum NA","NA Esmedregal","canadum NA"
"1026","texana",NA,"Raya","Raja","texana NA","Raya Raja","texana NA","NA Raya","texana NA"
"1027","lentiginosus",NA,"Guitarra","Rhinobatos","lentiginosus NA","Guitarra Rhinobatos","lentiginosus NA","NA Guitarra","lentiginosus NA"
"1028","terranovae",NA,"Cazon","Rhizoprionodon","terranovae NA","Cazon Rhizoprionodon","terranovae NA","NA Cazon","terranovae NA"
"1029","Sphyrna","lewini","Tiburon","martillo","Sphyrna lewini","Tiburon martillo","Sphyrna lewini","lewini Tiburon","Sphyrna lewini"
"1030","Sphyrna","tiburo","Tiburon","martillo","Sphyrna tiburo","Tiburon martillo","Sphyrna tiburo","tiburo Tiburon","Sphyrna tiburo"
"1031","Squalus","cubensis","Cazon","bagre","Squalus cubensis","Cazon bagre","Squalus cubensis","cubensis Cazon","Squalus cubensis"
"1032","Octopus","maya","Poulpo","rojo","Octopus maya","Poulpo rojo","Octopus maya","maya Poulpo","Octopus maya"
"1033","Octopus","vulgaris","Pulpo","paton","Octopus vulgaris","Pulpo paton","Octopus vulgaris","vulgaris Pulpo","Octopus vulgaris"
"1034","Megalops","atlanticus","Sabalo,","plateado,","Megalops atlanticus","Sabalo, plateado,","Megalops atlanticus","atlanticus Sabalo,","Megalops atlanticus"
"1035","Caranx","hippos","Jurel",NA,"Caranx hippos","Jurel NA","Caranx hippos","hippos Jurel","Caranx hippos"
"1036","Coriphaena","hippurus","Dorado",NA,"Coriphaena hippurus","Dorado NA","Coriphaena hippurus","hippurus Dorado","Coriphaena hippurus"
"1037","Euthynnus","alletteratus","Bonito",NA,"Euthynnus alletteratus","Bonito NA","Euthynnus alletteratus","alletteratus Bonito","Euthynnus alletteratus"
"1038","Rachycentron","canadum","Cobia,","bacalao","Rachycentron canadum","Cobia, bacalao","Rachycentron canadum","canadum Cobia,","Rachycentron canadum"
"1039","Scomberomorus","cavalla","Peto",NA,"Scomberomorus cavalla","Peto NA","Scomberomorus cavalla","cavalla Peto","Scomberomorus cavalla"
"1040","Seriola","sp.","Medregal",NA,"Seriola sp.","Medregal NA","Seriola sp.","sp. Medregal","Seriola sp."
"1041","Sphyraena","barracuda","Barracuda",NA,"Sphyraena barracuda","Barracuda NA","Sphyraena barracuda","barracuda Barracuda","Sphyraena barracuda"
"1042","Thunnus","spp.","Atunes",NA,"Thunnus spp.","Atunes NA","Thunnus spp.","spp. Atunes","Thunnus spp."
"1043","Rhizoprionodon","terraenovae","Cazon","de","Rhizoprionodon terraenovae","Cazon de","Rhizoprionodon terraenovae","terraenovae Cazon","Rhizoprionodon terraenovae"
"1044","Sphyrna","tiburo","Cazon","cabeza","Sphyrna tiburo","Cazon cabeza","Sphyrna tiburo","tiburo Cazon","Sphyrna tiburo"
"1045","Carcharhinus","limbatus","Tiburon","puntas","Carcharhinus limbatus","Tiburon puntas","Carcharhinus limbatus","limbatus Tiburon","Carcharhinus limbatus"
"1046","Carcharhinus","acronotus","Cazon","canguay,","Carcharhinus acronotus","Cazon canguay,","Carcharhinus acronotus","acronotus Cazon","Carcharhinus acronotus"
"1047","Sphyrna","lewini","Cornuda",NA,"Sphyrna lewini","Cornuda NA","Sphyrna lewini","lewini Cornuda","Sphyrna lewini"
"1048","Carcharhinus","leucas","Tiburon","chato,","Carcharhinus leucas","Tiburon chato,","Carcharhinus leucas","leucas Tiburon","Carcharhinus leucas"
"1049","Carcharhinus","falciformis","Tiburon","prieto,","Carcharhinus falciformis","Tiburon prieto,","Carcharhinus falciformis","falciformis Tiburon","Carcharhinus falciformis"
"1050","Carcharhinus","porosus","Cazon","poroso,","Carcharhinus porosus","Cazon poroso,","Carcharhinus porosus","porosus Cazon","Carcharhinus porosus"
"1051","Carcharhinus","brevipinna","Tiburon","punta","Carcharhinus brevipinna","Tiburon punta","Carcharhinus brevipinna","brevipinna Tiburon","Carcharhinus brevipinna"
"1052","Caranx","hippos","Jureles",NA,"Caranx hippos","Jureles NA","Caranx hippos","hippos Jureles","Caranx hippos"
"1053","Scomberomorus","cavalla","Peto",NA,"Scomberomorus cavalla","Peto NA","Scomberomorus cavalla","cavalla Peto","Scomberomorus cavalla"
"1054","Rachycentron","canadum","Bacalao",NA,"Rachycentron canadum","Bacalao NA","Rachycentron canadum","canadum Bacalao","Rachycentron canadum"
"1055","Seriola","spp","Esmedregal",NA,"Seriola spp","Esmedregal NA","Seriola spp","spp Esmedregal","Seriola spp"
"1056","Ephinephelus","spp","Meros",NA,"Ephinephelus spp","Meros NA","Ephinephelus spp","spp Meros","Ephinephelus spp"
"1057","Lutjanus","spp","Pargos,","cuberas","Lutjanus spp","Pargos, cuberas","Lutjanus spp","spp Pargos,","Lutjanus spp"
"1058","Thunnus","albacares","Atun","aleta","Thunnus albacares","Atun aleta","Thunnus albacares","albacares Atun","Thunnus albacares"
"1059","Acanthocybium","solandri","Peto,","wahoo","Acanthocybium solandri","Peto, wahoo","Acanthocybium solandri","solandri Peto,","Acanthocybium solandri"
"1060","Alopias","spp.","Tiburon","zorro","Alopias spp.","Tiburon zorro","Alopias spp.","spp. Tiburon","Alopias spp."
"1061","Alepisaurus","spp.","Lanceta",NA,"Alepisaurus spp.","Lanceta NA","Alepisaurus spp.","spp. Lanceta","Alepisaurus spp."
"1062","Carcharhinus","limbatus","Tiburon","puntas","Carcharhinus limbatus","Tiburon puntas","Carcharhinus limbatus","limbatus Tiburon","Carcharhinus limbatus"
"1063","Carcharhinus","falciformis","Tiburon","aleta","Carcharhinus falciformis","Tiburon aleta","Carcharhinus falciformis","falciformis Tiburon","Carcharhinus falciformis"
"1064","Carcharhinus","longimanus","Tiburon","puntas","Carcharhinus longimanus","Tiburon puntas","Carcharhinus longimanus","longimanus Tiburon","Carcharhinus longimanus"
"1065","Coryphaena","hippurus","Dorado",NA,"Coryphaena hippurus","Dorado NA","Coryphaena hippurus","hippurus Dorado","Coryphaena hippurus"
"1066","Galeocerdo","cuvieri","Tintorera,","tigre","Galeocerdo cuvieri","Tintorera, tigre","Galeocerdo cuvieri","cuvieri Tintorera,","Galeocerdo cuvieri"
"1067","Istiophorus","albicans","Pez","vela","Istiophorus albicans","Pez vela","Istiophorus albicans","albicans Pez","Istiophorus albicans"
"1068","Isurus","oxyrinchus","Tiburon","mako,","Isurus oxyrinchus","Tiburon mako,","Isurus oxyrinchus","oxyrinchus Tiburon","Isurus oxyrinchus"
"1069","Katsuwonus","pelamis","Barrilete,","listado","Katsuwonus pelamis","Barrilete, listado","Katsuwonus pelamis","pelamis Barrilete,","Katsuwonus pelamis"
"1070","Makaira","nigricans","Marlin","azul","Makaira nigricans","Marlin azul","Makaira nigricans","nigricans Marlin","Makaira nigricans"
"1071","Ruvettus","pretiosus","Aceitoso",NA,"Ruvettus pretiosus","Aceitoso NA","Ruvettus pretiosus","pretiosus Aceitoso","Ruvettus pretiosus"
"1072","Sphyrna","spp","Tiburon","martillo,","Sphyrna spp","Tiburon martillo,","Sphyrna spp","spp Tiburon","Sphyrna spp"
"1073","Tetrapturus","albidus","Marlin","blanco","Tetrapturus albidus","Marlin blanco","Tetrapturus albidus","albidus Marlin","Tetrapturus albidus"
"1074","Tetrapturus","pfluegeri","Marlin","aguja","Tetrapturus pfluegeri","Marlin aguja","Tetrapturus pfluegeri","pfluegeri Marlin","Tetrapturus pfluegeri"
"1075","Thunnus","atlanticus","Atun","aleta","Thunnus atlanticus","Atun aleta","Thunnus atlanticus","atlanticus Atun","Thunnus atlanticus"
"1076","Thunnus","obesus","Patudo",NA,"Thunnus obesus","Patudo NA","Thunnus obesus","obesus Patudo","Thunnus obesus"
"1077","Thunnus","thynnus","Atun","aleta","Thunnus thynnus","Atun aleta","Thunnus thynnus","thynnus Atun","Thunnus thynnus"
"1078","Xiphias","gladius","Pez","espada","Xiphias gladius","Pez espada","Xiphias gladius","gladius Pez","Xiphias gladius"
