"","MMID","Short_Title","Keywords","Author","Institution","Dataset_Available","Subject_name","Area","Region","Location","Start_Year","End_Year","Data_Time_Points","Unit_Type","Temporal_Resolution","Spatial_Resolution","Dataset_Title","Compilation_Title","Publication_Year","Reference","Available_Metadata","Metadata_name","User_Contact","Institution_Type","Research_Fund","Research_Field","SE_Interaction","Data_Uncertanty","Notes","Lat","Long"
"854",12738,"Personal ocupado total, pesca y acuicultura, Tantima, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Tantima",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"855",12739,"Personal ocupado total, pesca y acuicultura, Tatatila, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Tatatila",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"856",12740,"Personal ocupado total, pesca y acuicultura, Tecolutla, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Tecolutla",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"857",12741,"Personal ocupado total, pesca y acuicultura, alamo Temapache, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","alamo Temapache",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"858",12742,"Personal ocupado total, pesca y acuicultura, Tempoal, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Tempoal",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"859",12743,"Personal ocupado total, pesca y acuicultura, Jose Azueta, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Jose Azueta",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"860",12744,"Personal ocupado total, pesca y acuicultura, El Higo, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","El Higo",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"861",12745,"Personal ocupado total, pesca y acuicultura, Nanchital de Lazaro Cardenas del Rio, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Nanchital de Lazaro Cardenas del Rio",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"862",12746,"Personal ocupado total, pesca y acuicultura, Tres Valles, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Tres Valles",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"863",12747,"Personal ocupado total, pesca y acuicultura, Carlos A. Carrillo, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Carlos A. Carrillo",1998,2008,3,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"864",12748,"Personal ocupado total, pesca y acuicultura, Tatahuicapan de Juarez, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Tatahuicapan de Juarez",1998,2008,2,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"865",12749,"Personal ocupado total, pesca y acuicultura, San Rafael, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","San Rafael",1998,2008,1,"Count","Year","Municipality","Personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"866",12822,"Total de personal dependiente de la razon social, pesca y acuicultura, Campeche, Campeche","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Count","Year","Municipality","Total de personal dependiente de la razon social. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"867",13840,"Total de personal dependiente de la razon social, pesca y acuicultura, Veracruz, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","West Gulf of Mexico","Veracruz",1998,2008,3,"Count","Year","Municipality","Total de personal dependiente de la razon social. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"868",13920,"Personal remunerado, pesca y acuicultura, Campeche, Campeche","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Count","Year","Municipality","Personal remunerado. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"869",14938,"Personal remunerado, pesca y acuicultura, Veracruz, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","West Gulf of Mexico","Veracruz",1998,2008,3,"Count","Year","Municipality","Personal remunerado. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"870",15018,"Total de personal no dependiente de la razon social, pesca y acuicultura, Campeche, Campeche","; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Count","Year","Municipality","Total de personal no dependiente de la razon social. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"871",16036,"Total de personal no dependiente de la razon social, pesca y acuicultura, Veracruz, Veracruz de Ignacio de la Llave","; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","West Gulf of Mexico","Veracruz",1998,2008,3,"Count","Year","Municipality","Total de personal no dependiente de la razon social. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"872",16116,"Personal ocupado total por unidad economica, pesca y acuicultura, Campeche, Campeche","Social; Economic; Municipio; Pesca; Acuacultura; Empleos; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Count","Year","Municipality","Personal ocupado total por unidad economica. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"873",17167,"Personal ocupado total por unidad economica, pesca y acuicultura, Veracruz, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Empleos; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","West Gulf of Mexico","Veracruz",1998,2008,3,"Count","Year","Municipality","Personal ocupado total por unidad economica. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"874",17214,"Produccion bruta total por personal ocupado total, pesca y acuicultura, Campeche, Campeche","Social; Economic; Municipio; Pesca; Acuacultura; Produccion; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Currency","Year","Municipality","Produccion bruta total por personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"875",18232,"Produccion bruta total por personal ocupado total, pesca y acuicultura, Veracruz, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Produccion; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","West Gulf of Mexico","Veracruz",1998,2008,3,"Currency","Year","Municipality","Produccion bruta total por personal ocupado total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"876",18312,"Produccion bruta total, pesca y acuicultura, Campeche, Campeche","Social; Economic; Municipio; Pesca; Acuacultura; Produccion; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Currency","Year","Municipality","Produccion bruta total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"877",19330,"Produccion bruta total, pesca y acuicultura, Veracruz, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Produccion; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","West Gulf of Mexico","Veracruz",1998,2008,3,"Currency","Year","Municipality","Produccion bruta total. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"878",19410,"Produccion bruta total por unidad economica, pesca y acuicultura, Campeche, Campeche","Social; Economic; Municipio; Pesca; Acuacultura; Produccion; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Currency","Year","Municipality","Produccion bruta total por unidad economica. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"879",20428,"Produccion bruta total por unidad economica, pesca y acuicultura, Veracruz, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Produccion; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","West Gulf of Mexico","Veracruz",1998,2008,3,"Currency","Year","Municipality","Produccion bruta total por unidad economica. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"880",20508,"Total de gastos por consumo de bienes y servicios, pesca y acuicultura, Campeche, Campeche","Social; Economic; Municipio; Pesca; Acuacultura; Gastos; Costo; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Currency","Year","Municipality","Total de gastos por consumo de bienes y servicios. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"881",21435,"Total de gastos por consumo de bienes y servicios, pesca y acuicultura, Veracruz, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Gastos; Costo; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","West Gulf of Mexico","Veracruz",1998,2008,3,"Currency","Year","Municipality","Total de gastos por consumo de bienes y servicios. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"882",21606,"Total de ingresos por suministro de bienes y servicios, pesca y acuicultura, Campeche, Campeche","Social; Economic; Municipio; Pesca; Acuacultura; Ingresos; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Currency","Year","Municipality","Total de ingresos por suministro de bienes y servicios. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"883",22624,"Total de ingresos por suministro de bienes y servicios, pesca y acuicultura, Veracruz, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Ingresos; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","West Gulf of Mexico","Veracruz",1998,2008,3,"Currency","Year","Municipality","Total de ingresos por suministro de bienes y servicios. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"884",22704,"Total remuneraciones, pesca y acuicultura, Campeche, Campeche","Social; Economic; Municipio; Pesca; Acuacultura; Ingresos; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Currency","Year","Municipality","Total remuneraciones. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"885",23745,"Total remuneraciones, pesca y acuicultura, Veracruz, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Ingresos; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","West Gulf of Mexico","Veracruz",1998,2008,3,"Currency","Year","Municipality","Total remuneraciones. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"886",23786,"Unidades economicas, pesca y acuicultura, Campeche, Campeche","Social; Economic; Municipio; Pesca; Acuacultura; Unidades economicas; Embarcaciones; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Count","Year","Municipality","Unidades economicas. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"887",24820,"Unidades economicas, pesca y acuicultura, Veracruz, Veracruz de Ignacio de la Llave","Social; Economic; Municipio; Pesca; Acuacultura; Unidades economicas; Embarcaciones; Veracruz de Ignacio de la Llave","INEGI","INEGI",1,"Multiple Species","Atlantic","West Gulf of Mexico","Veracruz",1998,2008,3,"Count","Year","Municipality","Unidades economicas. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
"888",24900,"Acervo total de activos fijos, pesca y acuicultura, Campeche, Campeche","Social; Economic; Municipio; Pesca; Acuacultura; Activos fijos; Campeche","INEGI","INEGI",1,"Multiple Species","Atlantic","Banco Campeche Caribe","Campeche",1998,2008,3,"Currency","Year","Municipality","Acervo total de activos fijos. Sector 11. Pesca y acuicultura.",NA,2016,"http://www.beta.inegi.org.mx/app/indicadores/",NA,NA,"Andres Cisneros-Montemayor; a.cisneros@oceans.ubc.ca","GOV","GOV","Fisheries; Aquaculture","Benefits",NA,NA,NA,NA
