Genus,Species,Common_synonyns,Inicio,Fin ,Key,Inicio_II,Key_II
Euphausia,lamelligera,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Euphausia,tenera,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupholoe,philippinensis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Euphrosine,arctia,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Euphrosine,auranctiaca,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Euphrosine,bicirrata,"Euphrosyne (sic) bicirrata Moore, 1905",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Euphrosine,panamica,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Euphylax,dovii,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Euphylax,robustus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupleura,nitida,Bulinus nitidus,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupleura,triquetra,Crassatella triquetra,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupleura,muriciformis,"Ranella muriciformis; Ranella plicata Reeve, 1844; E. m. var. unispinosa a var. limata Dall, 1890",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupleurodon,peruvianus,Epialtus peruvianus,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupleurodon,trifurcatus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupolymnia,crescentis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupolymnia,heterobranchia,Lanice heterobranchia,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupolymnia,nebulosa,Terebella nebulosa,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupomatus,brachyacantha,Hydroides brachyacantha,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupomatus,recurvispina,Hydroides recurvispina,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupomatus,uncinatus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Euprognatha,bifida,"Batrachonotus nicholsi Rathbun, 1894",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupronoe,armata,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupronoe,maculata,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eupronoe,minuta,"Eupronoe pacifica Stebbing, 1888",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurydice,caudata,Eurydice branchuropus,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurypanopeus,canalensis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurypanopeus,confragosus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurypanopeus,ovatus,Panopeus ovatus,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurypanopeus,planissimus,Xantha planissima; Xantho planissimus,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurypanopeus,planus,Panopeus planus,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Euryplax,polita,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurysquilla,pumae,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurysquilla,veleronis,Pseudosquilla veleronis,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurythoe,complanata,na,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurythoe,complanata,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurytium,affine,"Panopeus affinis; Panopeus transversus Lockington, 1876",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eurytium,albidigitum,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eusyllis,assimilis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eusyllis,blomstrandi,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Eusymmerus,antennatus,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Euthamneus,rostratus,"Thamneus rostratus; Thamneus platyrrhynchus Stebbing, 1888",Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Euthyonidiella,zacae,Phyllophorus zacae,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Evibacus,princeps,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Excirolana,braziliensis,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Excirolana,mayana,Cirolana mayana,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Excorallana,bruscai,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
Excorallana,conabioae,NA,Distribucion de,en el golfo de California,Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion,Clasificacion Taxonomica Completa de,Macrofauna; Invertebrados; Golfo de California; taxonomia; clasificacion; especie;genero;  Phylum; clase; Orden; Familia
