"","TituloI","TituloII","Keywords","Subject"
"855","Distribucion de Conus virgatus en el golfo de California","Clasificacion Taxonomica Completa de Conus virgatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion C. cumingii Reeve, 1849 (not Reeve, 1848)","Conus virgatus"
"856","Distribucion de Conus patricius en el golfo de California","Clasificacion Taxonomica Completa de Conus patricius","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Conus patricius"
"857","Distribucion de Conus tessulatus en el golfo de California","Clasificacion Taxonomica Completa de Conus tessulatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Cucullus pavimentum Roding, 1798","Conus tessulatus"
"858","Distribucion de Conus bartschi en el golfo de California","Clasificacion Taxonomica Completa de Conus bartschi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Conus arangae Schwengel, 1955","Conus bartschi"
"859","Distribucion de Conus brunneus en el golfo de California","Clasificacion Taxonomica Completa de Conus brunneus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Conus interruptus Wood, 1828","Conus brunneus"
"860","Distribucion de Conus fergusoni en el golfo de California","Clasificacion Taxonomica Completa de Conus fergusoni","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion C. fulvocinctus Crosse, 1873; C. Consanguineus E.A. Smith, 1880","Conus fergusoni"
"861","Distribucion de Conus nux en el golfo de California","Clasificacion Taxonomica Completa de Conus nux","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion C. pusillus Gould, 1853 (not Lamarck, 1810)","Conus nux"
"862","Distribucion de Conus xanthicus en el golfo de California","Clasificacion Taxonomica Completa de Conus xanthicus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Conus xanthicus"
"863","Distribucion de Conus perplexus en el golfo de California","Clasificacion Taxonomica Completa de Conus perplexus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Conus perplexus"
"864","Distribucion de Conus tornatus en el golfo de California","Clasificacion Taxonomica Completa de Conus tornatus","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion C. catenatus Sowerby, 1878 (not Sowerby, 1850); C. concatenatus Sowerby, 1887 (not Kiener, 1849)","Conus tornatus"
"865","Distribucion de Conus ximenes en el golfo de California","Clasificacion Taxonomica Completa de Conus ximenes","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion C. interruptus Broderip & Sowerby, 1829 (not Wood, 1828)","Conus ximenes"
"866","Distribucion de Cooperella panamensis en el golfo de California","Clasificacion Taxonomica Completa de Cooperella panamensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Cooperella panamensis"
"867","Distribucion de Cooperella subdiaphana en el golfo de California","Clasificacion Taxonomica Completa de Cooperella subdiaphana","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Oedalia subdiaphana; O. scintillaeformis Carpenter, 1864","Cooperella subdiaphana"
"868","Distribucion de Copidozoum protectum en el golfo de California","Clasificacion Taxonomica Completa de Copidozoum protectum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Membranipora protecta","Copidozoum protectum"
"869","Distribucion de Copidozoum tenuirostre en el golfo de California","Clasificacion Taxonomica Completa de Copidozoum tenuirostre","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Membranipora tenuirostris","Copidozoum tenuirostre"
"870","Distribucion de Corallichirus xutha en el golfo de California","Clasificacion Taxonomica Completa de Corallichirus xutha","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Corallianassa xutha","Corallichirus xutha"
"871","Distribucion de Coralliophila macleani en el golfo de California","Clasificacion Taxonomica Completa de Coralliophila macleani","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Coralliophila macleani"
"872","Distribucion de Coralliophila nux en el golfo de California","Clasificacion Taxonomica Completa de Coralliophila nux","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Coralliophila nux"
"873","Distribucion de Coralliophila orcuttiana en el golfo de California","Clasificacion Taxonomica Completa de Coralliophila orcuttiana","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Ocenebra sloati Hertlein, 1958; O. s. hambachi Hertlein, 1958","Coralliophila orcuttiana"
"874","Distribucion de Coralliophila parva en el golfo de California","Clasificacion Taxonomica Completa de Coralliophila parva","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Coralliophila parva"
"875","Distribucion de Corbicula manilensis en el golfo de California","Clasificacion Taxonomica Completa de Corbicula manilensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion ","Corbicula manilensis"
"876","Distribucion de Corbula biradiata en el golfo de California","Clasificacion Taxonomica Completa de Corbula biradiata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Corbula rubra Adams, 1852; C. polychroma Carpenter, 1857","Corbula biradiata"
"877","Distribucion de Corbula inflata en el golfo de California","Clasificacion Taxonomica Completa de Corbula inflata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Ptamomya inflata; P. trigonalis C.B. Adams, 1852","Corbula inflata"
"878","Distribucion de Corbula ira en el golfo de California","Clasificacion Taxonomica Completa de Corbula ira","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Corbula ira"
"879","Distribucion de Corbula luteola en el golfo de California","Clasificacion Taxonomica Completa de Corbula luteola","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Corbula luteola rosea Williamson, 1905","Corbula luteola"
"880","Distribucion de Corbula marmorata en el golfo de California","Clasificacion Taxonomica Completa de Corbula marmorata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Aloidis marmorata","Corbula marmorata"
"881","Distribucion de Corbula nasuta en el golfo de California","Clasificacion Taxonomica Completa de Corbula nasuta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Aloidis nasuta; Corbula fragilis Sowerby, 1833","Corbula nasuta"
"882","Distribucion de Corbula nuciformis en el golfo de California","Clasificacion Taxonomica Completa de Corbula nuciformis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Aloidis nuciformis","Corbula nuciformis"
"883","Distribucion de Corbula obesa en el golfo de California","Clasificacion Taxonomica Completa de Corbula obesa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Corbula obesa"
"884","Distribucion de Corbula ovulata en el golfo de California","Clasificacion Taxonomica Completa de Corbula ovulata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Corbula ovulata"
"885","Distribucion de Corbula porcella en el golfo de California","Clasificacion Taxonomica Completa de Corbula porcella","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Aloidis porcella","Corbula porcella"
"886","Distribucion de Corbula speciosa en el golfo de California","Clasificacion Taxonomica Completa de Corbula speciosa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Aloidis speciosa","Corbula speciosa"
"887","Distribucion de Corbula ventricosa en el golfo de California","Clasificacion Taxonomica Completa de Corbula ventricosa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Aloidis ventricosa","Corbula ventricosa"
"888","Distribucion de Cornudilla cornuta en el golfo de California","Clasificacion Taxonomica Completa de Cornudilla cornuta","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Westwoodilla cornuta","Cornudilla cornuta"
"889","Distribucion de Corophium baconi en el golfo de California","Clasificacion Taxonomica Completa de Corophium baconi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Corophium baconi"
"890","Distribucion de Corophium uenoi en el golfo de California","Clasificacion Taxonomica Completa de Corophium uenoi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Corophium uenoi"
"891","Distribucion de Cortezura penascoensis en el golfo de California","Clasificacion Taxonomica Completa de Cortezura penascoensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Cortezura penascoensis"
"892","Distribucion de Corydendrium parasiticum en el golfo de California","Clasificacion Taxonomica Completa de Corydendrium parasiticum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Corydendrium parasiticum"
"893","Distribucion de Coryrhynchus lobifrons en el golfo de California","Clasificacion Taxonomica Completa de Coryrhynchus lobifrons","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Podochela lobifrons","Coryrhynchus lobifrons"
"894","Distribucion de Cosmioconcha palmeri en el golfo de California","Clasificacion Taxonomica Completa de Cosmioconcha palmeri","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Amphissa palmeri","Cosmioconcha palmeri"
"895","Distribucion de Cosmioconcha pergracilis en el golfo de California","Clasificacion Taxonomica Completa de Cosmioconcha pergracilis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Amphissa pergracilis","Cosmioconcha pergracilis"
"896","Distribucion de Cossura candida en el golfo de California","Clasificacion Taxonomica Completa de Cossura candida","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion NA","Cossura candida"
"897","Distribucion de Costoanachis berryi en el golfo de California","Clasificacion Taxonomica Completa de Costoanachis berryi","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Anachis berryi","Costoanachis berryi"
"898","Distribucion de Costoanachis coronata en el golfo de California","Clasificacion Taxonomica Completa de Costoanachis coronata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella coronata","Costoanachis coronata"
"899","Distribucion de Costoanachis costellata en el golfo de California","Clasificacion Taxonomica Completa de Costoanachis costellata","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella costellata","Costoanachis costellata"
"900","Distribucion de Costoanachis hilli en el golfo de California","Clasificacion Taxonomica Completa de Costoanachis hilli","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Anachis (Glyptanachis) hilli","Costoanachis hilli"
"901","Distribucion de Costoanachis nigrofusca en el golfo de California","Clasificacion Taxonomica Completa de Costoanachis nigrofusca","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Anachis nigrofusca","Costoanachis nigrofusca"
"902","Distribucion de Costoanachis sanfelipensis en el golfo de California","Clasificacion Taxonomica Completa de Costoanachis sanfelipensis","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Anachis sanfelipensis","Costoanachis sanfelipensis"
"903","Distribucion de Costoanachis treva en el golfo de California","Clasificacion Taxonomica Completa de Costoanachis treva","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Anachis treva","Costoanachis treva"
"904","Distribucion de Costoanachis varia en el golfo de California","Clasificacion Taxonomica Completa de Costoanachis varia","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella varians","Costoanachis varia"
"905","Distribucion de Costoanachis varicosa en el golfo de California","Clasificacion Taxonomica Completa de Costoanachis varicosa","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella varicosa","Costoanachis varicosa"
"906","Distribucion de Costoanachis vexillum en el golfo de California","Clasificacion Taxonomica Completa de Costoanachis vexillum","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella vexillum","Costoanachis vexillum"
"907","Distribucion de Costoanachis nigricans en el golfo de California","Clasificacion Taxonomica Completa de Costoanachis nigricans","Macrofauna; Invertebrados; profundidad; minima; maxima; habitat; sustrato; Clasificacion Columbella nigricans","Costoanachis nigricans"
