"","Especies","Comun","Sitios","AbundanciaA","AbundanciaB","AbundanciaC","AbundanciaD","Key","TallaI","TallaII","TallaIII","TallaIIII"
"235","Cypraea sp.","Caracol","","Abundancia de Cypraea sp. en Punta Herrero, Sian Kaan","Abundancia de Cypraea sp. en Maria Elena, Sian Kaan","Abundancia de Cypraea sp. en Puerto Morelos","Abundancia de Cypraea sp. en Banco Chinchorro","Caracol Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Cypraea sp. en Punta Herrero, Sian Kaan","Talla de Cypraea sp. en Maria Elena, Sian Kaan","Talla de Cypraea sp. en Puerto Morelos","Talla de Cypraea sp. en Banco Chinchorro"
"236","Muricea sp.","Gorgonido","","Abundancia de Muricea sp. en Punta Herrero, Sian Kaan","Abundancia de Muricea sp. en Maria Elena, Sian Kaan","Abundancia de Muricea sp. en Puerto Morelos","Abundancia de Muricea sp. en Banco Chinchorro","Gorgonido Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Muricea sp. en Punta Herrero, Sian Kaan","Talla de Muricea sp. en Maria Elena, Sian Kaan","Talla de Muricea sp. en Puerto Morelos","Talla de Muricea sp. en Banco Chinchorro"
"237","Haliotis corrugata","Abulon amarillo","","Abundancia de Haliotis corrugata en Punta Herrero, Sian Kaan","Abundancia de Haliotis corrugata en Maria Elena, Sian Kaan","Abundancia de Haliotis corrugata en Puerto Morelos","Abundancia de Haliotis corrugata en Banco Chinchorro","Abulon amarillo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Haliotis corrugata en Punta Herrero, Sian Kaan","Talla de Haliotis corrugata en Maria Elena, Sian Kaan","Talla de Haliotis corrugata en Puerto Morelos","Talla de Haliotis corrugata en Banco Chinchorro"
"238","Haliotis cracherodii","Abulon negro","","Abundancia de Haliotis cracherodii en Punta Herrero, Sian Kaan","Abundancia de Haliotis cracherodii en Maria Elena, Sian Kaan","Abundancia de Haliotis cracherodii en Puerto Morelos","Abundancia de Haliotis cracherodii en Banco Chinchorro","Abulon negro Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Haliotis cracherodii en Punta Herrero, Sian Kaan","Talla de Haliotis cracherodii en Maria Elena, Sian Kaan","Talla de Haliotis cracherodii en Puerto Morelos","Talla de Haliotis cracherodii en Banco Chinchorro"
"239","Haliotis fulgens","Abulon azul","","Abundancia de Haliotis fulgens en Punta Herrero, Sian Kaan","Abundancia de Haliotis fulgens en Maria Elena, Sian Kaan","Abundancia de Haliotis fulgens en Puerto Morelos","Abundancia de Haliotis fulgens en Banco Chinchorro","Abulon azul Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Haliotis fulgens en Punta Herrero, Sian Kaan","Talla de Haliotis fulgens en Maria Elena, Sian Kaan","Talla de Haliotis fulgens en Puerto Morelos","Talla de Haliotis fulgens en Banco Chinchorro"
"240","Haliotis rufescens","Abulon rojo","","Abundancia de Haliotis rufescens en Punta Herrero, Sian Kaan","Abundancia de Haliotis rufescens en Maria Elena, Sian Kaan","Abundancia de Haliotis rufescens en Puerto Morelos","Abundancia de Haliotis rufescens en Banco Chinchorro","Abulon rojo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Haliotis rufescens en Punta Herrero, Sian Kaan","Talla de Haliotis rufescens en Maria Elena, Sian Kaan","Talla de Haliotis rufescens en Puerto Morelos","Talla de Haliotis rufescens en Banco Chinchorro"
"241","Haliotis sorenseni","Abulon chino","","Abundancia de Haliotis sorenseni en Punta Herrero, Sian Kaan","Abundancia de Haliotis sorenseni en Maria Elena, Sian Kaan","Abundancia de Haliotis sorenseni en Puerto Morelos","Abundancia de Haliotis sorenseni en Banco Chinchorro","Abulon chino Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Haliotis sorenseni en Punta Herrero, Sian Kaan","Talla de Haliotis sorenseni en Maria Elena, Sian Kaan","Talla de Haliotis sorenseni en Puerto Morelos","Talla de Haliotis sorenseni en Banco Chinchorro"
"242","Kelletia kelletii","Caracol tornillo","","Abundancia de Kelletia kelletii en Punta Herrero, Sian Kaan","Abundancia de Kelletia kelletii en Maria Elena, Sian Kaan","Abundancia de Kelletia kelletii en Puerto Morelos","Abundancia de Kelletia kelletii en Banco Chinchorro","Caracol tornillo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Kelletia kelletii en Punta Herrero, Sian Kaan","Talla de Kelletia kelletii en Maria Elena, Sian Kaan","Talla de Kelletia kelletii en Puerto Morelos","Talla de Kelletia kelletii en Banco Chinchorro"
"243","Leptogorgia chilensis","Gorgonido rojo","","Abundancia de Leptogorgia chilensis en Punta Herrero, Sian Kaan","Abundancia de Leptogorgia chilensis en Maria Elena, Sian Kaan","Abundancia de Leptogorgia chilensis en Puerto Morelos","Abundancia de Leptogorgia chilensis en Banco Chinchorro","Gorgonido rojo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Leptogorgia chilensis en Punta Herrero, Sian Kaan","Talla de Leptogorgia chilensis en Maria Elena, Sian Kaan","Talla de Leptogorgia chilensis en Puerto Morelos","Talla de Leptogorgia chilensis en Banco Chinchorro"
"244","Megastraea turbanica","Caracol turbina","","Abundancia de Megastraea turbanica en Punta Herrero, Sian Kaan","Abundancia de Megastraea turbanica en Maria Elena, Sian Kaan","Abundancia de Megastraea turbanica en Puerto Morelos","Abundancia de Megastraea turbanica en Banco Chinchorro","Caracol turbina Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Megastraea turbanica en Punta Herrero, Sian Kaan","Talla de Megastraea turbanica en Maria Elena, Sian Kaan","Talla de Megastraea turbanica en Puerto Morelos","Talla de Megastraea turbanica en Banco Chinchorro"
"245","Megastraea undosa","Caracol undosa","","Abundancia de Megastraea undosa en Punta Herrero, Sian Kaan","Abundancia de Megastraea undosa en Maria Elena, Sian Kaan","Abundancia de Megastraea undosa en Puerto Morelos","Abundancia de Megastraea undosa en Banco Chinchorro","Caracol undosa Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Megastraea undosa en Punta Herrero, Sian Kaan","Talla de Megastraea undosa en Maria Elena, Sian Kaan","Talla de Megastraea undosa en Puerto Morelos","Talla de Megastraea undosa en Banco Chinchorro"
"246","Loxorhynchus grandis","Cangrejo arana","","Abundancia de Loxorhynchus grandis en Punta Herrero, Sian Kaan","Abundancia de Loxorhynchus grandis en Maria Elena, Sian Kaan","Abundancia de Loxorhynchus grandis en Puerto Morelos","Abundancia de Loxorhynchus grandis en Banco Chinchorro","Cangrejo arana Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Loxorhynchus grandis en Punta Herrero, Sian Kaan","Talla de Loxorhynchus grandis en Maria Elena, Sian Kaan","Talla de Loxorhynchus grandis en Puerto Morelos","Talla de Loxorhynchus grandis en Banco Chinchorro"
"247","Megathura crenulata","Lapa china","","Abundancia de Megathura crenulata en Punta Herrero, Sian Kaan","Abundancia de Megathura crenulata en Maria Elena, Sian Kaan","Abundancia de Megathura crenulata en Puerto Morelos","Abundancia de Megathura crenulata en Banco Chinchorro","Lapa china Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Megathura crenulata en Punta Herrero, Sian Kaan","Talla de Megathura crenulata en Maria Elena, Sian Kaan","Talla de Megathura crenulata en Puerto Morelos","Talla de Megathura crenulata en Banco Chinchorro"
"248","Mesocentrotus franciscanus","Erizo rojo","","Abundancia de Mesocentrotus franciscanus en Punta Herrero, Sian Kaan","Abundancia de Mesocentrotus franciscanus en Maria Elena, Sian Kaan","Abundancia de Mesocentrotus franciscanus en Puerto Morelos","Abundancia de Mesocentrotus franciscanus en Banco Chinchorro","Erizo rojo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Mesocentrotus franciscanus en Punta Herrero, Sian Kaan","Talla de Mesocentrotus franciscanus en Maria Elena, Sian Kaan","Talla de Mesocentrotus franciscanus en Puerto Morelos","Talla de Mesocentrotus franciscanus en Banco Chinchorro"
"249","Muricea californica","Gorgonido","","Abundancia de Muricea californica en Punta Herrero, Sian Kaan","Abundancia de Muricea californica en Maria Elena, Sian Kaan","Abundancia de Muricea californica en Puerto Morelos","Abundancia de Muricea californica en Banco Chinchorro","Gorgonido Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Muricea californica en Punta Herrero, Sian Kaan","Talla de Muricea californica en Maria Elena, Sian Kaan","Talla de Muricea californica en Puerto Morelos","Talla de Muricea californica en Banco Chinchorro"
"250","Octopus sp.","Pulpo","","Abundancia de Octopus sp. en Punta Herrero, Sian Kaan","Abundancia de Octopus sp. en Maria Elena, Sian Kaan","Abundancia de Octopus sp. en Puerto Morelos","Abundancia de Octopus sp. en Banco Chinchorro","Pulpo Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Octopus sp. en Punta Herrero, Sian Kaan","Talla de Octopus sp. en Maria Elena, Sian Kaan","Talla de Octopus sp. en Puerto Morelos","Talla de Octopus sp. en Banco Chinchorro"
"251","Panulirus interruptus","Langosta roja","","Abundancia de Panulirus interruptus en Punta Herrero, Sian Kaan","Abundancia de Panulirus interruptus en Maria Elena, Sian Kaan","Abundancia de Panulirus interruptus en Puerto Morelos","Abundancia de Panulirus interruptus en Banco Chinchorro","Langosta roja Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Panulirus interruptus en Punta Herrero, Sian Kaan","Talla de Panulirus interruptus en Maria Elena, Sian Kaan","Talla de Panulirus interruptus en Puerto Morelos","Talla de Panulirus interruptus en Banco Chinchorro"
"252","Parastichopus parvimensis","Pepino ","","Abundancia de Parastichopus parvimensis en Punta Herrero, Sian Kaan","Abundancia de Parastichopus parvimensis en Maria Elena, Sian Kaan","Abundancia de Parastichopus parvimensis en Puerto Morelos","Abundancia de Parastichopus parvimensis en Banco Chinchorro","Pepino  Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Parastichopus parvimensis en Punta Herrero, Sian Kaan","Talla de Parastichopus parvimensis en Maria Elena, Sian Kaan","Talla de Parastichopus parvimensis en Puerto Morelos","Talla de Parastichopus parvimensis en Banco Chinchorro"
"253","Patiria miniata","Estrella muricielago","","Abundancia de Patiria miniata en Punta Herrero, Sian Kaan","Abundancia de Patiria miniata en Maria Elena, Sian Kaan","Abundancia de Patiria miniata en Puerto Morelos","Abundancia de Patiria miniata en Banco Chinchorro","Estrella muricielago Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Patiria miniata en Punta Herrero, Sian Kaan","Talla de Patiria miniata en Maria Elena, Sian Kaan","Talla de Patiria miniata en Puerto Morelos","Talla de Patiria miniata en Banco Chinchorro"
"254","Pisaster giganteus","Estrella gigante","","Abundancia de Pisaster giganteus en Punta Herrero, Sian Kaan","Abundancia de Pisaster giganteus en Maria Elena, Sian Kaan","Abundancia de Pisaster giganteus en Puerto Morelos","Abundancia de Pisaster giganteus en Banco Chinchorro","Estrella gigante Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pisaster giganteus en Punta Herrero, Sian Kaan","Talla de Pisaster giganteus en Maria Elena, Sian Kaan","Talla de Pisaster giganteus en Puerto Morelos","Talla de Pisaster giganteus en Banco Chinchorro"
"255","Pycnopodia helianthoides","Estrella sol","","Abundancia de Pycnopodia helianthoides en Punta Herrero, Sian Kaan","Abundancia de Pycnopodia helianthoides en Maria Elena, Sian Kaan","Abundancia de Pycnopodia helianthoides en Puerto Morelos","Abundancia de Pycnopodia helianthoides en Banco Chinchorro","Estrella sol Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Pycnopodia helianthoides en Punta Herrero, Sian Kaan","Talla de Pycnopodia helianthoides en Maria Elena, Sian Kaan","Talla de Pycnopodia helianthoides en Puerto Morelos","Talla de Pycnopodia helianthoides en Banco Chinchorro"
"256","Strongylocentrotus purpuratus","Erizo morado","","Abundancia de Strongylocentrotus purpuratus en Punta Herrero, Sian Kaan","Abundancia de Strongylocentrotus purpuratus en Maria Elena, Sian Kaan","Abundancia de Strongylocentrotus purpuratus en Puerto Morelos","Abundancia de Strongylocentrotus purpuratus en Banco Chinchorro","Erizo morado Tallas; Quinta Roo; Yucatan; Monitoreo, Peces, Invertebrado","Talla de Strongylocentrotus purpuratus en Punta Herrero, Sian Kaan","Talla de Strongylocentrotus purpuratus en Maria Elena, Sian Kaan","Talla de Strongylocentrotus purpuratus en Puerto Morelos","Talla de Strongylocentrotus purpuratus en Banco Chinchorro"
