MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty,Time_Series,Notes,Lat,Long
249,Historic Catch of Tiburon & Cazon for Veracruz,Tiburon; Cazon; Captura; Veracruz ,SAGARPA,SAGARPA;CONAPeSCA,1,Tiburon;Cazon,,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Tiburon / Cazon; Veracruz: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Atlantic,,,
250,Historic Catch of Tiburon & Cazon for Chiapas,Tiburon; Cazon; Captura; Chiapas ,SAGARPA,SAGARPA;CONAPeSCA,1,Tiburon;Cazon,,Gulf of Tehantepec,Chiapas,2004,2013,10,Weight,Year,State,Tiburon / Cazon; Chiapas: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
251,Historic Catch of Tiburon & Cazon for Sinaloa,Tiburon; Cazon; Captura; Sinaloa ,SAGARPA,SAGARPA;CONAPeSCA,1,Tiburon;Cazon,,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,Tiburon / Cazon; Sinaloa: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
252,Historic Catch of Tiburon & Cazon for Tamaulipas,Tiburon; Cazon; Captura; Tamaulipas ,SAGARPA,SAGARPA;CONAPeSCA,1,Tiburon;Cazon,,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,Tiburon / Cazon; Tamaulipas: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Atlantic,,,
253,Historic Catch of Tiburon & Cazon for nayarit,Tiburon; Cazon; Captura; nayarit ,SAGARPA,SAGARPA;CONAPeSCA,1,Tiburon;Cazon,,South Pacific,Nayarit,2004,2013,10,Weight,Year,State,Tiburon / Cazon; nayarit: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
254,Historic Catch of Tiburon & Cazon for Baja California,Tiburon; Cazon; Captura; BC ,SAGARPA,SAGARPA;CONAPeSCA,1,Tiburon;Cazon,,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Tiburon / Cazon; Baja California: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
255,Historic Catch of Tiburon & Cazon for Baja California Sur,Tiburon; Cazon; Captura; BCS ,SAGARPA,SAGARPA;CONAPeSCA,1,Tiburon;Cazon,,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,Tiburon / Cazon; Baja California Sur: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
256,Historic Catch of Tiburon & Cazon for Sonora,Tiburon; Cazon; Captura; Sonora ,SAGARPA,SAGARPA;CONAPeSCA,1,Tiburon;Cazon,,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,Tiburon / Cazon; Sonora: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
257,Historic Catch of Trucha for Mexico(DF),Trucha; Captura; Mexico(DF) ,SAGARPA,SAGARPA;CONAPeSCA,1,Trucha,,Freshwater/Terrestrial,Mexico(DF),2004,2013,10,Weight,Year,State,Trucha; Mexico(DF): Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Freshwater/Terrestrial,,,
258,Historic Catch of Trucha for Veracruz,Trucha; Captura; Veracruz ,SAGARPA,SAGARPA;CONAPeSCA,1,Trucha,,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Trucha; Veracruz: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Atlantic,,,
259,Historic Catch of Trucha for Puebla,Trucha; Captura; Puebla ,SAGARPA,SAGARPA;CONAPeSCA,1,Trucha,,Freshwater/Terrestrial,Puebla,2004,2013,10,Weight,Year,State,Trucha; Puebla: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Freshwater/Terrestrial,,,
260,Historic Catch of Trucha for Tamaulipas,Trucha; Captura; Tamaulipas ,SAGARPA,SAGARPA;CONAPeSCA,1,Trucha,,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,Trucha; Tamaulipas: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Atlantic,,,
261,Historic Catch of Trucha for Michoacan,Trucha; Captura; Michoacan ,SAGARPA,SAGARPA;CONAPeSCA,1,Trucha,,Freshwater/Terrestrial,Michoacan,2004,2013,10,Weight,Year,State,Trucha; Michoacan: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Freshwater/Terrestrial,,,
262,Historic Catch of Trucha for Hidalgo,Trucha; Captura; Hidalgo ,SAGARPA,SAGARPA;CONAPeSCA,1,Trucha,,Freshwater/Terrestrial,Hidalgo,2004,2013,10,Weight,Year,State,Trucha; Hidalgo: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Freshwater/Terrestrial,,,
263,Historic Catch of Trucha for Chihuahua,Trucha; Captura; Chihuahua ,SAGARPA,SAGARPA;CONAPeSCA,1,Trucha,,Freshwater/Terrestrial,Chihuahua,2004,2013,10,Weight,Year,State,Trucha; Chihuahua: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Freshwater/Terrestrial,,,
264,Historic Catch of Trucha for Durango,Trucha; Captura; Durango ,SAGARPA,SAGARPA;CONAPeSCA,1,Trucha,,Freshwater/Terrestrial,Durango,2004,2013,10,Weight,Year,State,Trucha; Durango: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Freshwater/Terrestrial,,,
265,Historic Catch of Trucha for Oaxaca,Trucha; Captura; Oaxaca ,SAGARPA,SAGARPA;CONAPeSCA,1,Trucha,,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,Trucha; Oaxaca: Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,Pacific,,,
266,Historic Catch of Trucha for Other,Trucha; Captura; Campeche;  Chiapas;  Guanajuato;  Jalisco;  Morelos;  Nayarit;  Nuevo Leon;  Queretaro; Tlaxcala ,SAGARPA,SAGARPA;CONAPeSCA,1,Trucha,,,Multiple States,2004,2013,10,Weight,Year,State,Trucha; Otro Serie Historica de la Produccion Pesquera de la entidad (Peso vivo en Toneladas),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,9,,,
267,Historic Value of Fish Catch  for Aguascalientes,Aguascalientes; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Aguascalientes,Freshwater/Terrestrial,Freshwater/Terrestrial,Aguascalientes,2004,2013,10,Currency,Year,State,Aguascalientes: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
268,Historic Value of Fish Catch  for Baja California,BC; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Baja California,Pacific,Gulf of California,Baja California,2004,2013,10,Currency,Year,State,Baja California: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
269,Historic Value of Fish Catch  for Baja California Sur,BCS; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Baja California Sur,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Currency,Year,State,Baja California Sur: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
270,Historic Value of Fish Catch  for Campeche,Campeche; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Campeche,Atlantic,Yucatan Peninsula,Campeche,2004,2013,10,Currency,Year,State,Campeche: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
271,Historic Value of Fish Catch  for Coahuila,Coahuila; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Coahuila,Freshwater/Terrestrial,Freshwater/Terrestrial,Coahuila,2004,2013,10,Currency,Year,State,Coahuila: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
272,Historic Value of Fish Catch  for Colima,Colima; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Colima,Pacific,South Pacific,Colima,2004,2013,10,Currency,Year,State,Colima: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
273,Historic Value of Fish Catch  for Chiapas,Chiapas; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Chiapas,Pacific,Gulf of Tehantepec,Chiapas,2004,2013,10,Currency,Year,State,Chiapas: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
274,Historic Value of Fish Catch  for Chihuahua,Chihuahua; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Chihuahua,Freshwater/Terrestrial,Freshwater/Terrestrial,Chihuahua,2004,2013,10,Currency,Year,State,Chihuahua: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
275,Historic Value of Fish Catch  for Durango,Durango; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Durango,Freshwater/Terrestrial,Freshwater/Terrestrial,Durango,2004,2013,10,Currency,Year,State,Durango: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
276,Historic Value of Fish Catch  for Guanajuato,Guanajuato; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Guanajuato,Freshwater/Terrestrial,Freshwater/Terrestrial,Guanajuato,2004,2013,10,Currency,Year,State,Guanajuato: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
277,Historic Value of Fish Catch  for Guerrero,Guerrero; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Guerrero,Pacific,South Pacific,Guerrero,2004,2013,10,Currency,Year,State,Guerrero: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
278,Historic Value of Fish Catch  for Hidalgo,Hidalgo; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Hidalgo,Freshwater/Terrestrial,Freshwater/Terrestrial,Hidalgo,2004,2013,10,Currency,Year,State,Hidalgo: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
279,Historic Value of Fish Catch  for Jalisco,Jalisco; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Jalisco,Pacific,South Pacific,Jalisco,2004,2013,10,Currency,Year,State,Jalisco: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
280,Historic Value of Fish Catch  for Mexico (DF),Mexico (DF); Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Mexico(DF),Freshwater/Terrestrial,Freshwater/Terrestrial,Mexico(DF),2004,2013,10,Currency,Year,State,Mexico (DF): Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
281,Historic Value of Fish Catch  for Michoacan,Michoacan; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Michoacan,Freshwater/Terrestrial,Freshwater/Terrestrial,Michoacan,2004,2013,10,Currency,Year,State,Michoacan: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
282,Historic Value of Fish Catch  for Morelos,Morelos; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Morelos,Freshwater/Terrestrial,Freshwater/Terrestrial,Morelos,2004,2013,10,Currency,Year,State,Morelos: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
283,Historic Value of Fish Catch  for nayarit,nayarit; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Nayarit,Pacific,South Pacific,Nayarit,2004,2013,10,Currency,Year,State,nayarit: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
284,Historic Value of Fish Catch  for Nuevo Leon,Nuevo Leon; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Nuevo Leon,Freshwater/Terrestrial,Freshwater/Terrestrial,Nuevo Leon,2004,2013,10,Currency,Year,State,Nuevo Leon: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
285,Historic Value of Fish Catch  for Oaxaca,Oaxaca; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Oaxaca,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Currency,Year,State,Oaxaca: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
286,Historic Value of Fish Catch  for Puebla,Puebla; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Puebla,Freshwater/Terrestrial,Freshwater/Terrestrial,Puebla,2004,2013,10,Currency,Year,State,Puebla: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
287,Historic Value of Fish Catch  for Queretaro,Queretaro; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Queretaro,Freshwater/Terrestrial,Freshwater/Terrestrial,Queretaro,2004,2013,10,Currency,Year,State,Queretaro: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
288,Historic Value of Fish Catch  for Quintana Roo,Quintana Roo; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Quintana Roo,Atlantic,Yucatan Peninsula,Quintana Roo,2004,2013,10,Currency,Year,State,Quintana Roo: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
289,Historic Value of Fish Catch  for San Luis Potosi,San Luis Potosi; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,San Luis Potosi,Freshwater/Terrestrial,Freshwater/Terrestrial,San Luis Potosi,2004,2013,10,Currency,Year,State,San Luis Potosi: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
290,Historic Value of Fish Catch  for Sinaloa,Sinaloa; Economico; Valor,SAGARPA,SAGARPA;CONAPeSCA,1,Sinaloa,Pacific,Gulf of California,Sinaloa,2004,2013,10,Currency,Year,State,Sinaloa: Serie Historica del Valor de la Produccion (Miles de Pesos),Anuario estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,,1,,,
