MMID,Short_Title,Keywords,Author,Institution,Dataset_Available,Subject_name,Area ,Region,Location,Start_Year,End_Year,Data_Time_Points,Unit_Type,Temporal_Resolution,Spatial_Resolution,Dataset_Title,Compilation_Title,Publication_Year,Reference,Available_Metadata,Metadata_name,User_Contact,Institution_Type,Research_Fund,Research_Field,SE_Interaction,Data_Uncertanty
189,Historic Catch of Mojarra for Others,Mojarra; Captura; Otros ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,Mojarra; Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
190,Historic Catch of Mojarra for Veracruz,Mojarra; Captura; Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Mojarra; Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
191,Historic Catch of Mojarra for Tabasco,Mojarra; Captura; Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,Mojarra; Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
192,Historic Catch of Mojarra for Tamaulipas,Mojarra; Captura; Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,Mojarra; Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
193,Historic Catch of Mojarra for Chiapas,Mojarra; Captura; Chiapas ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Pacific,Gulf of Tehantepec,Chiapas,2004,2013,10,Weight,Year,State,Mojarra; Chiapas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
194,Historic Catch of Mojarra for Hidalgo,Mojarra; Captura; Hidalgo ,SAGARPA,SAGARPA;CONAPESCA,1,Mojarra,Freshwater/Terrestrial,Freshwater/Terrestrial,Hidalgo,2004,2013,10,Weight,Year,State,Mojarra; Hidalgo: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
195,Historic Catch of Ostion for Baja California Sur,Ostion; Captura; BCS ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,Ostion; Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
196,Historic Catch of Ostion for Sinaloa,Ostion; Captura; Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,Ostion; Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
197,Historic Catch of Ostion for Oaxaca,Ostion; Captura; Oaxaca ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,Ostion; Oaxaca: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
198,Historic Catch of Ostion for Others,Ostion; Captura; Otros ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,Ostion; Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
199,Historic Catch of Ostion for Veracruz,Ostion; Captura; Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Ostion; Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
200,Historic Catch of Ostion for Tamaulipas,Ostion; Captura; Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,Ostion; Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
201,Historic Catch of Ostion for Tabasco,Ostion; Captura; Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,Ostion; Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
202,Historic Catch of Ostion for Guerrero,Ostion; Captura; Guerrero ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,Ostion; Guerrero: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
203,Historic Catch of Ostion for nayarit,Ostion; Captura; nayarit ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,South Pacific,nayarit,2004,2013,10,Weight,Year,State,Ostion; nayarit: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
204,Historic Catch of Ostion for Baja California,Ostion; Captura; BC ,SAGARPA,SAGARPA;CONAPESCA,1,Ostion,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Ostion; Baja California: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
205,Historic Catch of Pulpo for Yucatan,Pulpo; Captura; Yucatan ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Atlantic,Yucatan Peninsula,Yucatan,2004,2013,10,Weight,Year,State,Pulpo; Yucatan: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
206,Historic Catch of Pulpo for Campeche,Pulpo; Captura; Campeche ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Atlantic,Yucatan Peninsula,Campeche,2004,2013,10,Weight,Year,State,Pulpo; Campeche: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
207,Historic Catch of Pulpo for Jalisco,Pulpo; Captura; Jalisco ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,Pulpo; Jalisco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
208,Historic Catch of Pulpo for Baja California Sur,Pulpo; Captura; BCS ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,Pulpo; Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
209,Historic Catch of Pulpo for Oaxaca,Pulpo; Captura; Oaxaca ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,Gulf of Tehantepec,Oaxaca,2004,2013,10,Weight,Year,State,Pulpo; Oaxaca: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
210,Historic Catch of Pulpo for Others,Pulpo; Captura; Otros ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,Pulpo; Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
211,Historic Catch of Pulpo for Veracruz,Pulpo; Captura; Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Pulpo; Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
212,Historic Catch of Pulpo for Guerrero,Pulpo; Captura; Guerrero ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,Pulpo; Guerrero: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
213,Historic Catch of Pulpo for Baja California,Pulpo; Captura; BC ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Pulpo; Baja California: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
214,Historic Catch of Pulpo for Sonora,Pulpo; Captura; Sonora ,SAGARPA,SAGARPA;CONAPESCA,1,Pulpo,Pacific,Gulf of California,Sonora,2004,2013,10,Weight,Year,State,Pulpo; Sonora: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
215,Historic Catch of Robalo for Chiapas,Robalo; Captura; Chiapas ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Pacific,Gulf of Tehantepec,Chiapas,2004,2013,10,Weight,Year,State,Robalo; Chiapas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
216,Historic Catch of Robalo for Sinaloa,Robalo; Captura; Sinaloa ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Pacific,Gulf of California,Sinaloa,2004,2013,10,Weight,Year,State,Robalo; Sinaloa: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
217,Historic Catch of Robalo for Others,Robalo; Captura; Otros ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Freshwater/Terrestrial,Freshwater/Terrestrial,Others,2004,2013,10,Weight,Year,State,Robalo; Otros Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
218,Historic Catch of Robalo for Tamaulipas,Robalo; Captura; Tamaulipas ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Atlantic,West Gulf of Mexico,Tamaulipas,2004,2013,10,Weight,Year,State,Robalo; Tamaulipas: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
219,Historic Catch of Robalo for Tabasco,Robalo; Captura; Tabasco ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Atlantic,West Gulf of Mexico,Tabasco,2004,2013,10,Weight,Year,State,Robalo; Tabasco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
220,Historic Catch of Robalo for nayarit,Robalo; Captura; nayarit ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Pacific,South Pacific,nayarit,2004,2013,10,Weight,Year,State,Robalo; nayarit: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
221,Historic Catch of Robalo for Campeche,Robalo; Captura; Campeche ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Atlantic,Yucatan Peninsula,Campeche,2004,2013,10,Weight,Year,State,Robalo; Campeche: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
222,Historic Catch of Robalo for Jalisco,Robalo; Captura; Jalisco ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,Robalo; Jalisco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
223,Historic Catch of Robalo for Veracruz,Robalo; Captura; Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Robalo,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Robalo; Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
224,Historic Catch of Sardina for Quintana Roo,Sardina; Captura; Quintana Roo ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Atlantic,Yucatan Peninsula,Quintana Roo,2004,2013,10,Weight,Year,State,Sardina; Quintana Roo: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
225,Historic Catch of Sardina for Other,Sardina; Captura; Other ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Freshwater/Terrestrial,Freshwater/Terrestrial,Other,2004,2013,10,Weight,Year,State,Sardina; Otro Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
226,Historic Catch of Sardina for Baja California,Sardina; Captura; BC ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Pacific,Gulf of California,Baja California,2004,2013,10,Weight,Year,State,Sardina; Baja California: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
227,Historic Catch of Sardina for Jalisco,Sardina; Captura; Jalisco ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Pacific,South Pacific,Jalisco,2004,2013,10,Weight,Year,State,Sardina; Jalisco: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
228,Historic Catch of Sardina for Baja California Sur,Sardina; Captura; BCS ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Pacific,Gulf of California,Baja California Sur,2004,2013,10,Weight,Year,State,Sardina; Baja California Sur: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
229,Historic Catch of Sardina for Veracruz,Sardina; Captura; Veracruz ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Atlantic,West Gulf of Mexico,Veracruz,2004,2013,10,Weight,Year,State,Sardina; Veracruz: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
230,Historic Catch of Sardina for Guerrero,Sardina; Captura; Guerrero ,SAGARPA,SAGARPA;CONAPESCA,1,Sardina,Pacific,South Pacific,Guerrero,2004,2013,10,Weight,Year,State,Sardina; Guerrero: Serie Historica de la Produccion Pesquera de la Entidad (Peso vivo en Toneladas),Anuario Estadistico de acuacultura y pesca 2013,2013,https://www.gob.mx/conapesca/documentos/anuario-estadistico-de-acuacultura-y-pesca,NO,na,Juliano Palacios; jepa88@gmail.com,GOV,GOV,Fisheries,Benefits,
